time,temperature_2m_mean (°C),rain_sum (mm)
2022-08-30,19.9,6.60
2022-08-31,20.3,7.00
2022-09-01,20.0,12.00
2022-09-02,20.3,4.40
2022-09-03,21.3,2.90
2022-09-04,21.6,4.90
2022-09-05,19.6,3.10
2022-09-06,20.3,0.80
2022-09-07,20.6,0.10
2022-09-08,20.6,5.10
2022-09-09,19.7,12.80
2022-09-10,19.9,14.40
2022-09-11,20.5,0.60
2022-09-12,20.2,0.00
2022-09-13,20.4,0.00
2022-09-14,21.1,0.00
2022-09-15,21.3,0.00
2022-09-16,20.9,0.70
2022-09-17,20.3,7.00
2022-09-18,19.9,1.10
2022-09-19,19.8,8.80
2022-09-20,19.6,6.20
2022-09-21,19.7,0.20
2022-09-22,20.5,0.00
2022-09-23,19.7,0.80
2022-09-24,20.4,0.00
2022-09-25,22.1,0.00
2022-09-26,21.8,0.10
2022-09-27,20.8,0.30
2022-09-28,20.8,0.00
2022-09-29,20.8,0.00
2022-09-30,20.0,0.00
2022-10-01,20.4,0.00
2022-10-02,20.6,0.40
2022-10-03,18.3,4.00
2022-10-04,19.6,1.90
2022-10-05,19.1,4.60
2022-10-06,18.6,1.60
2022-10-07,18.2,11.90
2022-10-08,19.3,0.00
2022-10-09,19.9,0.00
2022-10-10,19.8,0.00
2022-10-11,20.5,0.00
2022-10-12,21.9,0.00
2022-10-13,21.7,0.00
2022-10-14,22.1,0.00
2022-10-15,22.7,0.00
2022-10-16,22.0,0.00
2022-10-17,20.7,1.90
2022-10-18,20.1,0.00
2022-10-19,20.9,1.80
2022-10-20,20.7,0.00
2022-10-21,20.8,0.00
2022-10-22,21.5,0.20
2022-10-23,20.0,0.70
2022-10-24,20.8,0.00
2022-10-25,21.0,0.00
2022-10-26,21.6,0.00
2022-10-27,21.4,0.00
2022-10-28,21.6,0.00
2022-10-29,20.6,0.00
2022-10-30,20.6,0.00
2022-10-31,20.2,0.00
2022-11-01,20.0,0.00
2022-11-02,20.3,0.00
2022-11-03,21.4,0.00
2022-11-04,20.6,0.00
2022-11-05,19.8,0.00
2022-11-06,20.0,0.00
2022-11-07,20.9,0.00
2022-11-08,20.1,0.00
2022-11-09,19.6,0.00
2022-11-10,19.7,0.00
2022-11-11,18.9,0.00
2022-11-12,19.1,0.00
2022-11-13,19.7,0.00
2022-11-14,18.8,0.00
2022-11-15,19.1,0.00
2022-11-16,19.6,0.00
2022-11-17,19.8,0.20
2022-11-18,19.4,0.00
2022-11-19,18.4,1.50
2022-11-20,17.6,3.80
2022-11-21,16.5,8.20
2022-11-22,16.8,1.10
2022-11-23,18.6,0.20
2022-11-24,18.2,0.00
2022-11-25,18.3,0.20
2022-11-26,18.5,0.00
2022-11-27,18.6,0.10
2022-11-28,19.1,0.00
2022-11-29,18.9,0.00
2022-11-30,20.0,0.00
2022-12-01,20.2,0.00
2022-12-02,20.0,0.00
2022-12-03,19.8,0.00
2022-12-04,19.8,0.00
2022-12-05,18.9,0.00
2022-12-06,19.7,0.00
2022-12-07,19.7,0.00
2022-12-08,19.2,0.00
2022-12-09,18.0,0.00
2022-12-10,18.4,0.00
2022-12-11,18.2,0.00
2022-12-12,17.8,0.00
2022-12-13,16.9,0.00
2022-12-14,15.8,0.00
2022-12-15,15.7,0.00
2022-12-16,15.8,0.00
2022-12-17,16.6,0.00
2022-12-18,17.1,0.00
2022-12-19,16.4,0.00
2022-12-20,17.0,0.00
2022-12-21,16.0,0.00
2022-12-22,17.1,0.00
2022-12-23,16.7,0.00
2022-12-24,18.0,0.10
2022-12-25,16.2,0.00
2022-12-26,14.9,0.00
2022-12-27,15.2,0.00
2022-12-28,16.0,0.10
2022-12-29,14.9,0.00
2022-12-30,14.8,0.50
2022-12-31,15.2,0.70
2023-01-01,16.4,0.20
2023-01-02,15.3,0.00
2023-01-03,15.9,0.00
2023-01-04,16.3,0.00
2023-01-05,17.7,0.00
2023-01-06,17.2,0.00
2023-01-07,17.0,0.00
2023-01-08,17.4,0.00
2023-01-09,16.7,0.00
2023-01-10,16.5,0.00
2023-01-11,17.6,0.00
2023-01-12,18.0,0.00
2023-01-13,16.4,0.00
2023-01-14,15.7,0.00
2023-01-15,16.5,0.00
2023-01-16,15.7,0.00
2023-01-17,16.6,0.00
2023-01-18,16.3,0.00
2023-01-19,17.6,0.00
2023-01-20,17.8,0.00
2023-01-21,17.3,0.00
2023-01-22,16.8,0.00
2023-01-23,17.0,0.00
2023-01-24,16.8,0.00
2023-01-25,16.3,0.00
2023-01-26,17.2,0.00
2023-01-27,17.4,0.00
2023-01-28,16.5,0.00
2023-01-29,18.2,0.00
2023-01-30,19.2,0.00
2023-01-31,19.3,0.00
2023-02-01,18.8,0.00
2023-02-02,18.2,0.00
2023-02-03,17.5,0.00
2023-02-04,16.6,0.00
2023-02-05,19.2,0.00
2023-02-06,19.3,0.00
2023-02-07,19.1,0.00
2023-02-08,19.0,0.00
2023-02-09,18.7,0.00
2023-02-10,19.0,0.00
2023-02-11,17.9,0.00
2023-02-12,18.5,0.00
2023-02-13,18.8,0.00
2023-02-14,17.7,0.00
2023-02-15,18.3,0.00
2023-02-16,18.5,0.00
2023-02-17,20.4,0.00
2023-02-18,19.4,0.00
2023-02-19,20.2,0.00
2023-02-20,19.8,0.00
2023-02-21,19.6,0.00
2023-02-22,18.5,0.00
2023-02-23,18.2,0.00
2023-02-24,20.2,0.00
2023-02-25,20.1,0.00
2023-02-26,20.2,0.00
2023-02-27,20.5,0.00
2023-02-28,21.4,0.00
2023-03-01,21.5,0.00
2023-03-02,20.1,0.00
2023-03-03,20.1,0.00
2023-03-04,20.0,0.00
2023-03-05,21.3,0.00
2023-03-06,22.0,0.00
2023-03-07,22.1,0.00
2023-03-08,21.7,0.00
2023-03-09,21.3,0.00
2023-03-10,22.0,0.00
2023-03-11,21.5,0.00
2023-03-12,21.3,0.00
2023-03-13,21.6,0.10
2023-03-14,20.8,0.10
2023-03-15,19.9,2.50
2023-03-16,20.6,0.00
2023-03-17,19.9,0.00
2023-03-18,19.8,0.00
2023-03-19,18.9,0.00
2023-03-20,19.1,0.00
2023-03-21,19.9,0.00
2023-03-22,21.6,0.00
2023-03-23,22.7,0.00
2023-03-24,22.3,0.00
2023-03-25,22.0,0.00
2023-03-26,22.3,0.00
2023-03-27,23.0,0.00
2023-03-28,23.3,0.00
2023-03-29,22.6,0.00
2023-03-30,22.6,0.00
2023-03-31,22.9,0.00
2023-04-01,23.6,0.00
2023-04-02,24.1,0.00
2023-04-03,23.9,0.00
2023-04-04,22.8,0.00
2023-04-05,23.2,0.00
2023-04-06,22.3,0.00
2023-04-07,22.0,0.00
2023-04-08,22.5,0.00
2023-04-09,22.7,0.00
2023-04-10,23.2,0.00
2023-04-11,22.9,0.00
2023-04-12,22.5,0.00
2023-04-13,22.2,0.00
2023-04-14,21.8,0.00
2023-04-15,21.5,0.00
2023-04-16,22.9,0.00
2023-04-17,23.1,0.00
2023-04-18,22.8,0.00
2023-04-19,24.1,0.00
2023-04-20,24.2,0.00
2023-04-21,24.5,0.00
2023-04-22,24.5,0.00
2023-04-23,24.1,0.00
2023-04-24,23.4,0.00
2023-04-25,22.7,0.00
2023-04-26,22.8,0.00
2023-04-27,23.7,0.00
2023-04-28,22.8,0.00
2023-04-29,21.9,0.00
2023-04-30,22.8,0.00
2023-05-01,22.4,0.00
2023-05-02,23.1,0.00
2023-05-03,23.7,0.00
2023-05-04,24.7,0.00
2023-05-05,25.4,0.00
2023-05-06,26.2,0.00
2023-05-07,25.9,0.00
2023-05-08,25.7,0.00
2023-05-09,25.2,0.00
2023-05-10,24.6,0.00
2023-05-11,24.2,0.00
2023-05-12,23.4,0.00
2023-05-13,23.8,0.00
2023-05-14,23.1,0.70
2023-05-15,23.9,0.00
2023-05-16,23.6,0.00
2023-05-17,23.7,0.00
2023-05-18,23.7,1.40
2023-05-19,23.5,0.10
2023-05-20,20.9,0.60
2023-05-21,23.1,0.00
2023-05-22,24.5,0.00
2023-05-23,24.6,0.00
2023-05-24,24.6,0.00
2023-05-25,24.0,0.00
2023-05-26,24.7,0.00
2023-05-27,24.8,0.00
2023-05-28,24.7,0.00
2023-05-29,23.9,0.00
2023-05-30,24.0,0.00
2023-05-31,24.8,0.00
2023-06-01,25.5,0.00
2023-06-02,26.2,0.00
2023-06-03,26.4,0.00
2023-06-04,26.1,0.00
2023-06-05,25.3,0.00
2023-06-06,24.6,0.00
2023-06-07,24.9,0.00
2023-06-08,24.6,0.00
2023-06-09,25.4,0.00
2023-06-10,26.5,0.00
2023-06-11,26.2,0.00
2023-06-12,26.5,0.00
2023-06-13,28.0,0.00
2023-06-14,27.6,0.00
2023-06-15,27.5,0.00
2023-06-16,27.1,0.00
2023-06-17,25.6,1.60
2023-06-18,27.2,0.00
2023-06-19,27.4,0.00
2023-06-20,27.4,0.00
2023-06-21,27.9,0.00
2023-06-22,28.0,0.00
2023-06-23,28.0,0.00
2023-06-24,27.2,0.40
2023-06-25,26.6,0.10
2023-06-26,25.7,14.90
2023-06-27,23.8,1.00
2023-06-28,23.2,0.10
2023-06-29,22.2,6.90
2023-06-30,21.8,5.50
2023-07-01,21.0,1.20
2023-07-02,20.9,8.30
2023-07-03,20.4,9.70
2023-07-04,20.7,1.30
2023-07-05,21.6,10.90
2023-07-06,22.5,0.20
2023-07-07,22.2,1.70
2023-07-08,21.9,0.50
2023-07-09,22.5,0.40
2023-07-10,22.7,0.20
2023-07-11,21.5,3.20
2023-07-12,22.4,0.20
2023-07-13,23.0,1.60
2023-07-14,23.3,0.10
2023-07-15,23.5,0.00
2023-07-16,24.7,0.00
2023-07-17,24.9,0.00
2023-07-18,23.9,0.70
2023-07-19,23.4,0.80
2023-07-20,24.3,0.00
2023-07-21,24.0,0.80
2023-07-22,23.9,0.00
2023-07-23,22.8,1.90
2023-07-24,23.3,3.10
2023-07-25,20.8,6.20
2023-07-26,20.3,2.90
2023-07-27,20.8,0.20
2023-07-28,20.2,5.50
2023-07-29,20.7,0.20
2023-07-30,22.3,0.40
2023-07-31,22.6,0.00
2023-08-01,22.3,0.00
2023-08-02,23.2,0.10
2023-08-03,22.8,2.50
2023-08-04,22.0,10.00
2023-08-05,20.8,3.40
2023-08-06,20.7,18.00
2023-08-07,22.0,0.10
2023-08-08,22.7,2.00
2023-08-09,21.4,6.20
2023-08-10,21.6,0.40
2023-08-11,21.1,2.00
2023-08-12,22.4,0.10
2023-08-13,23.3,0.00
2023-08-14,23.5,0.20
2023-08-15,23.9,0.00
2023-08-16,24.1,0.00
2023-08-17,21.5,1.60
2023-08-18,21.5,14.60
2023-08-19,20.8,16.30
2023-08-20,19.4,19.50
2023-08-21,19.6,5.10
2023-08-22,21.1,0.10
2023-08-23,22.2,0.20
2023-08-24,20.8,1.70
2023-08-25,20.9,0.10
2023-08-26,21.4,0.70
2023-08-27,21.2,0.50
2023-08-28,20.7,9.70
2023-08-29,21.1,0.50
2023-08-30,20.5,3.60
2023-08-31,20.8,1.00
2023-09-01,20.3,6.30
2023-09-02,21.1,1.90
2023-09-03,21.7,0.00
2023-09-04,20.7,2.70
2023-09-05,21.4,0.00
2023-09-06,21.7,0.60
2023-09-07,19.9,2.70
2023-09-08,21.2,4.60
2023-09-09,21.4,0.00
2023-09-10,21.9,0.00
2023-09-11,21.9,0.00
2023-09-12,21.9,0.00
2023-09-13,22.4,0.00
2023-09-14,22.8,0.00
2023-09-15,23.5,0.00
2023-09-16,22.9,4.50
2023-09-17,21.4,1.30
2023-09-18,21.5,0.20
2023-09-19,22.1,0.10
2023-09-20,22.2,0.00
2023-09-21,23.0,0.20
2023-09-22,23.6,0.00
2023-09-23,24.6,0.00
2023-09-24,25.0,0.30
2023-09-25,24.9,0.90
2023-09-26,24.2,0.00
2023-09-27,23.8,0.00
2023-09-28,23.0,0.20
2023-09-29,22.9,0.30
2023-09-30,22.3,0.50
2023-10-01,22.7,0.10
2023-10-02,22.3,0.10
2023-10-03,22.4,10.10
2023-10-04,21.1,2.60
2023-10-05,21.9,0.00
2023-10-06,23.1,0.20
2023-10-07,21.0,12.80
2023-10-08,20.1,0.00
2023-10-09,19.3,0.00
2023-10-10,18.5,24.70
2023-10-11,19.5,3.80
2023-10-12,19.0,1.00
2023-10-13,19.6,0.10
2023-10-14,20.7,0.00
2023-10-15,20.5,6.00
2023-10-16,19.9,0.10
2023-10-17,19.0,0.00
2023-10-18,18.3,0.00
2023-10-19,17.4,1.60
2023-10-20,19.7,0.00
2023-10-21,19.7,7.10
2023-10-22,19.5,0.00
2023-10-23,18.7,0.00
2023-10-24,18.9,0.20
2023-10-25,20.0,0.00
2023-10-26,21.3,0.30
2023-10-27,20.7,0.30
2023-10-28,20.4,0.00
2023-10-29,20.5,0.10
2023-10-30,19.9,0.10
2023-10-31,19.3,10.70
2023-11-01,19.3,0.00
2023-11-02,19.2,0.00
2023-11-03,20.8,0.00
2023-11-04,20.0,0.00
2023-11-05,19.7,0.00
2023-11-06,19.4,0.00
2023-11-07,21.7,0.00
2023-11-08,21.6,0.00
2023-11-09,20.5,2.00
2023-11-10,20.0,11.10
2023-11-11,19.6,2.00
2023-11-12,19.3,0.60
2023-11-13,19.7,0.00
2023-11-14,20.7,0.00
2023-11-15,20.5,0.00
2023-11-16,20.9,0.00
2023-11-17,21.4,0.00
2023-11-18,21.8,0.00
2023-11-19,20.8,0.00
2023-11-20,21.0,0.00
2023-11-21,20.2,0.00
2023-11-22,16.7,15.70
2023-11-23,17.4,1.50
2023-11-24,15.5,0.00
2023-11-25,16.6,0.00
2023-11-26,17.4,0.00
2023-11-27,17.9,0.80
2023-11-28,19.0,0.00
2023-11-29,18.0,7.20
2023-11-30,18.1,0.90
2023-12-01,17.3,0.00
2023-12-02,17.9,1.20
2023-12-03,16.4,3.80
2023-12-04,14.3,13.70
2023-12-05,15.1,5.60
2023-12-06,15.8,11.50
2023-12-07,15.4,14.40
2023-12-08,15.6,0.20
2023-12-09,17.2,0.10
2023-12-10,17.6,0.30
2023-12-11,15.4,5.10
2023-12-12,14.2,0.00
2023-12-13,15.2,0.00
2023-12-14,16.6,0.00
2023-12-15,17.8,0.00
2023-12-16,16.5,0.00
2023-12-17,15.9,0.00
2023-12-18,15.7,0.00
2023-12-19,15.9,0.00
2023-12-20,16.6,0.00
2023-12-21,17.6,0.00
2023-12-22,16.2,0.70
2023-12-23,15.8,1.30
2023-12-24,15.3,0.00
2023-12-25,15.5,0.10
2023-12-26,14.8,0.40
2023-12-27,14.3,0.00
2023-12-28,13.7,0.00
2023-12-29,13.7,0.00
2023-12-30,13.3,0.00
2023-12-31,15.6,0.00
2024-01-01,15.6,0.00
2024-01-02,16.1,0.00
2024-01-03,15.9,0.00
2024-01-04,15.7,0.00
2024-01-05,15.1,0.00
2024-01-06,15.3,0.00
2024-01-07,15.5,0.10
2024-01-08,16.2,0.30
2024-01-09,15.6,0.00
2024-01-10,16.2,0.00
2024-01-11,15.9,0.00
2024-01-12,16.2,0.00
2024-01-13,18.1,0.00
2024-01-14,18.0,0.00
2024-01-15,17.8,0.00
2024-01-16,18.2,0.00
2024-01-17,18.9,0.00
2024-01-18,19.8,0.00
2024-01-19,20.3,0.00
2024-01-20,18.7,1.00
2024-01-21,18.5,0.00
2024-01-22,18.6,0.10
2024-01-23,17.9,0.00
2024-01-24,17.3,0.00
2024-01-25,18.9,0.00
2024-01-26,18.9,0.00
2024-01-27,18.5,0.00
2024-01-28,18.6,0.00
2024-01-29,18.6,0.00
2024-01-30,18.9,0.40
2024-01-31,19.3,0.40
